Date / Time,City,State,Shape,Duration,Summary,Posted
10/17/20 05:30,New York City (Brooklyn),NY,Light,~5 minutes,"Stationary, rotating bright light",12/23/20
10/17/20 04:30,Atglen,PA,Triangle,10 minutes,Extremely bright light contained in a pyramid shape high in the early morning sky.,12/23/20
10/17/20 03:20,Temecula,CA,Changing,Presently there,An object appearing to be shaped of multiple bright circles within it.,12/23/20
10/17/20 01:38,Tampa,FL,Triangle,1 minute,Solid Light Grey Boomerang Object Traveling Slower than A Plane 10/17/20 1:38 AM,12/23/20
10/17/20 00:00,Port Clinton,OH,Other,1.5 minutes,I woke up at 1:33 am and went out on my front porch to have a smoke. I looked out in front of me up in the sky. In the distance was a r,12/23/20
10/16/20 22:45,Burnaby (Canada),BC,Chevron,<1 minute,"Huge chevron-shaped object seen above Burnaby, British Columbia at night.",12/23/20
10/16/20 22:00,North,SC,Triangle,3 min. approx.,Triangular aircraft (not a helicopter) hovering in place next to road at night,12/23/20
10/16/20 21:35,Billingsley,AL,Circle,45 minutes,"Several round pulsating stationary crafts with red, green, yellow orange lights.",12/23/20
10/16/20 21:15,Granite shoals,TX,Triangle,10 seconds,Triangle shaped craft with V shaped lights underneath,12/23/20
10/16/20 20:34,Oklahoma City,OK,Light,10 minutes,Bright white lights flying in military formation.  ((Starlink satellites??)),12/23/20
10/16/20 19:50,Youngstown,OH,,,MADAR Node 73,12/23/20
10/16/20 19:30,Lewiston,NY,Light,10 minutes,A hovering light in the sky,12/23/20
10/16/20 18:25,Galway,NY,Circle,5 mins,I was standing at my kitchen sink and looked up out the window and saw a glowing green orb rise slowly up off the ground and then it di,8/20/21
10/16/20 15:53,Gardena,CA,Oval,40-45 seconds,"Flyby North to South oval shape bright object non pulsating, very fast without a sound.",12/23/20
10/16/20 12:05,Reno,NV,Oval,10 minutes,Saw a white orb floating across the sky while driving.,12/23/20
10/16/20 09:45,Brighton,MI,Rectangle,15 seconds,Completely white 1 object with 2 shapes moving at various speeds,12/23/20
10/16/20 09:25,Phoenix,AZ,Sphere,30 seconds,Two spheres flew around and interacted,12/23/20
10/16/20 07:35,poole,,Sphere,11 seconds,Metalic sphere 2metres wide traveling at 70mph at altitude 100 metres,12/23/20
10/16/20 06:15,Tacoma,WA,Light,10 minutes,Multiple lights over Puget sound,12/23/20
10/16/20 01:05,Durham,NC,Sphere,30 minutes,"Watching sky for planes, as I often see.  No stars were visible and there were no planes - the clouds thick.  I saw a stationary light",12/23/20
10/16/20 00:00,Oak Lawn,IL,Unknown,3 seconds,Red flashing lights moving very fast in the sky and then disappeared.,12/23/20
10/15/20 22:40,Ajax (Canada),ON,Sphere,90-120 Seconds,"Orange Orb UFO Phenomenon Ajax, Ontario, Canada",12/23/20
10/15/20 22:30,St. Pete Beach,FL,Formation,~2 seconds,"5 bright lights appeared out of nowhere in the middle of the sky, formed like boomerang shape and travelled high speed across the sky.",12/23/20
10/15/20 22:08,Moodus,CT,Changing,15 minutes,I have video - changed shape- kept disappearing and reappearing same area in sky seemed to be same area- was hazy white/yellow -unident,1/19/21
10/15/20 19:50,Augusta,GA,Triangle,1 minute,"Triangular-ish shaped thing in the sky with white and red blinking lights, really big, almost silent",12/23/20
10/15/20 19:50,Graton,CA,Light,3 hours,Lights moving in strange patterns first from the west and then from the north,12/23/20
10/15/20 19:35,Whitefish Bay,WI,Changing,7 minutes,Two rows of parallel lights each containing 6 lights hovering stationary in the night sky until I started taking pictures.,12/23/20
10/15/20 19:10,Independence,,Formation,10-15 seconds,"About 8 object flying low in a V formation going west to east. No sounds heard, some of the lights moved around the rear of the formati",12/23/20
10/15/20 16:50,Sunderland,MA,Cigar,6 seconds,White cigar shaped object with no lights and no noise flew at a high speed and a high altitude from north to south.,12/23/20
10/15/20 16:10,West Allis,WI,Cylinder,Still up there,A bright gold light mass that has other different colors blinking i live in West Wisconsin the object is is straight east,12/23/20
10/15/20 10:31,Irmo,SC,,,MADAR Node 95,12/23/20
10/15/20 09:22,Northbrook,IL,,,MADAR Node 98,12/23/20
10/15/20 08:05,Lutz,FL,Circle,1 minute,Metallic sphere appears to cloak itself,12/23/20
10/15/20 06:30,Irons,MI,Circle,4 minutes,30 to 40 dots moving from west to north east over 4 minutes  ((Starlink satellites?)),12/23/20
10/15/20 06:25,Bellingham,WA,Light,2 minutes,There was a line of silent lights moving east over Seahome Arboretum.  ((Starlink satellites?)),12/23/20
10/15/20 06:25,Edmonds,WA,Formation,2 minutes,The formation looked like a stream of 50 to 100 stars silently moving north in a nearly perfect line. ((Starlink satellites)),12/23/20
10/15/20 06:23,Shoreline,WA,Light,3 minutes +,There was a string of lights heading east. They must have been VERY high like in low orbit because I could not hear anything. My partne,12/23/20
10/15/20 06:21,Vancouver,WA,Sphere,~1 minute,approximately 40 + satellite objects but probably twice the size and half again brighter ((Starlink satellites?)),12/23/20
10/15/20 06:20,Algona,WA,Light,1 minute, I spotted what appeared to be stars that were moving in a clustered group As many as I could count 51 total. ((Starlink sattellites?)),12/23/20
10/15/20 06:15,New Leipzig,ND,Sphere,3-5 minutes,At least 61 UFOs in a straight line traveling West to East at 5:45 AM unforgettable !!!  ((Starlink satellites??)),12/23/20
10/15/20 06:05,Bremerton,WA,Light,20-30 seconds,Early morning sky - still dark- very high long line of bright lights - 14 in all - moving from west to north east.,12/23/20
10/15/20 06:00,Keizer,OR,Formation,8 minutes,80+ white lights in Western Oregon Night sky ((Starlin satellites?)),12/23/20
10/15/20 05:30,Benicia,CA,Other,5mins,"On 10/15/20 at approximately 5:30am I noticed an irregular object in the far distant sky while looking east of the Benicia, Ca bridge",12/23/20
10/15/20 00:10,Lakeview,OH,Light,1 minute,I was going outside to let my dog out and try the astrophotography mode on my phone when I saw this white ball of light looking like a,12/23/20
10/14/20 23:30,Wilmington,NC,Other,5 minutes,Hovering 30 FT x 20FT craft with a yellow light on either side and 3 vertical red lights in the middle.,12/23/20
10/14/20 23:11,Cedar Rapids,IA,Formation,2 minutes,Line of lights sitting over the cedar river,12/23/20
10/14/20 23:00,Homestead,FL,Light,,"Circle shaped light in the sky like a white orb, stood there without moving when i looked it Flew away fast then disappeared.",12/23/20
10/14/20 21:50,Orlando,FL,Circle,~2 minutes,Red blinking lights with white on a circular base seen by two 15 year old twin girls in Avalon Park FL Orange County,12/23/20
10/14/20 21:02,Yardey,PA,Unknown,2 minutes,"2 brightly lit objects, intense orangish in color like shades of fire moved in unimpressive manner, followed by 4 more in random spacin",12/23/20
10/14/20 21:00,San Diego,CA,Rectangle,8 minutes,Giant Rectangular Craft,12/23/20
10/14/20 20:50,Siler City,NC,Changing,3 minutes,Coming out of work site in the driveway in my truck with window rolled down I seen a really bright white light beside a star. It was pe,12/23/20
10/14/20 20:45,North Ft. Myers,FL,Oval,10 minutes,"North Fort Meyers, oval shaped, about 15 randomly blinking lights, incredible speed and manuevers",12/23/20
10/14/20 20:36,Alexandris,LA,Flash,>1 second,Flash Racing Down Street,12/23/20
10/14/20 20:30,Pittsburgh,PA,Oval,Ongoing,Saw a Bright color changing/rapidly blinking craft over the city tonight it was oval shaped and silent,12/23/20
10/14/20 20:00,Palmdale,CA,Rectangle,3 seconds,"Rectangular wing, silent no lights, fast. 9 pm",12/23/20
10/14/20 19:30,Monroe,WA,Unknown,20-30 minutes,we thought they were planes at first but planes do not fade in and out,12/23/20
10/14/20 18:47,Elizabethton,TN,Fireball,10 minutes,"Appeared to be fireballs with a dissipating trail falling toward earth at dusk.  Two in number. October 14, 2020, 6:47 PM, Elizabethton",1/19/21
10/14/20 15:46,Antarctic,,Disk,Static,Scanning the continent of Antarctica using Google Earth I found an saucer shaped object approx. 60’ in diameter. I took screenshots and,12/23/20
10/14/20 15:00,Kings Mountain,NC,Disk,20 seconds,Half dome silver metallic object hovering in the sky,12/23/20
10/14/20 12:00,Cary,NC,Light,5 minutes,Witnessed silver object that would shine bright when the sun reflected looked as if it was slowly spinning but staying in one place.  I,12/23/20
10/14/20 09:48,Littlerock,AR,,,MADAR Node 56,12/23/20
10/14/20 07:45,Royal Palm Beach,FL,,,MADAR Node 76,12/23/20
10/14/20 07:13,Metairie,LA,Sphere,1 minute,What seemed to be a morning star dimmed the light and disappeared,12/23/20
10/14/20 06:19,SW Portland,OR,Formation,10-15 seconds,"The formation veered off their course and then accelerated higher into the sky at an approximately 45 deg angle, flying higher",12/23/20
10/14/20 06:16,Spokane,WA,Unknown,3 minutes,Crafts were heading due north. They're was a single file line of approx 50. Strangest and weirdest thing we have ever seen. There were,12/23/20
10/14/20 06:05,Philomath,OR,Light,3 minutes,"NW Sky West to East 3min of individual bright lights, Traveling 1.5X sattelite speed BRIGHTEST THINGS in Sky.",12/23/20
10/14/20 06:00,Yakima,WA,Triangle,7 minutes,"Very fast and massive triangle shaped lights, non blinking, observed for 7-8 minutes",12/23/20
10/14/20 05:55,Nanaimo (Canada),BC,Formation,6 minutes,Line of bright lights travelling in a north eastern direction in British Columbia.  ((Starlin satellites?)),12/23/20
10/14/20 05:45,Mt. Angel,OR,Light,15 seconds,"The was a string of lights in the sky all one behind the other traveling in the same direction in a single line.  About 5 to 7, moving",12/23/20
10/14/20 00:30,mountain grove,MO,Light,20 seconds,One white ball of light appeared above the trees and was flying straight did a s in the sky then dissapeared,12/23/20
10/13/20 23:20,Federal Way,WA,,~30 minutes,,12/23/20
10/13/20 23:00,Encinitas,CA,Light,10 seconds,Fast-moving Light Cruising the Pacific Coast,12/23/20
10/13/20 21:30,Scarborough (Canada),ON,Cross,10 minutes,"Object seemed to stay stationary for a period of about 10 minutes.  It hovered over the Durham area,near the power station and did not",12/23/20
10/13/20 21:00,La Loberia (Argentina),,Chevron,8 seconds,"Date: Tuesday, October 13, 2020 Time: 9:00pm Local Time Location: Just North of La Loberia, Coastal Village on Atlantic Ocean, Northern",12/23/20
10/13/20 20:40,Glace Bay (Canada),NS,Oval,5 minutes,I and my wife witnessed a orange glowing light in the south west sky at aprox 70deg. It was sitting in the sky an was rotating in a cir,12/23/20
10/13/20 20:30,Harlansburg,PA,Triangle,10 minutes,Huge craft with triangle of red lights and one green light,12/23/20
10/13/20 20:30,robertsdale,AL,Changing,10 minutes,DIRECTLY over our house one appeared and was a visible UFO.,12/23/20
10/13/20 20:30,Knoxville,TN,Triangle,10 seconds,Boomerang-Shaped UFO glides silent and dark over Knoxville,12/23/20
10/13/20 20:20,Russellville,AR,Light,~ 2 minutes,I was fishing just west of the Shiloh ball fields when I noticed a non flashing yellowish white orb that was somewhat erratically flyin,12/23/20
10/13/20 20:00,Cape Coral,FL,Triangle,1 minute,My wife and I was walking the dogs at 8:30pm. I was looking up at Mars and directly above head a triangle shaped craft was travling sou,12/23/20
10/13/20 20:00,San Antonio,TX,Oval,10,Fleet of red oval UFO's flying in formation high in the sky over bridge. ((Starlin satellites?)),12/23/20
10/13/20 19:37,Port Crane,NY,Light,Still currently happening,Blinking red and white light,12/23/20
10/13/20 13:43,Boise,ID,,,MADAR Node 111,12/23/20
10/13/20 06:00,Junction City,CA,Formation,2 minutes,At 6:00 am on 10/13/20 I looked to the sky and saw about 20 white lights moving in formation SE.  ((Starlink satellites)),12/23/20
10/13/20 05:00,Battle Creek,MI,Light,Weeks?,Strange blue lights from the sky,12/23/20
10/13/20 03:50,Bloomington,IL,Flash,Rotating around the airpo,They seem to be looking for something.,12/23/20
10/13/20 01:30,Evaro,MT,Circle,45 minutes,Flashing wobbly lights.,12/23/20
10/13/20,S. Burlington,VT,Unknown,0.5 second,the fast flying object you have ever seen.,12/23/20
10/12/20 20:10,Missoula,MT,Diamond,20 minutes,Circular Star disappearing and reappearing in different locations in the sky,12/23/20
10/12/20 17:40,Dover,FL,Cigar,10 seconds,Driving thru Ridgecrest neighborhood when we spotted a horizontal white cigar shaped object with a darker band in the middle.  It was m,12/23/20
10/12/20 12:00,Colorado Springs,CO,Rectangle,2 minutes,"I was sitting in my car and happened to look up at the sky. About 30,000 feet in the air I saw two white rectangle shaped objects that",12/23/20
10/12/20 09:33,Tucson,AZ,Sphere,1-2 minutes,Saw an orange sphere moving Southwest over Tucson south side. Moving not fast but quicker than a plane. Slowly faded out not to be seen,12/23/20
10/12/20 07:36,Pine City,NY,,,MADAR Node 82,12/23/20
10/12/20 06:30,Pepin,WI,Unknown,10 minutes,I noticed this red light N about a 1/4 mile distance then just above the tree line. Then these white dots started appearing dim then gr,12/23/20
10/12/20 05:25,Center Conway,NH,,,Correction 5:25 AM @ 10/12/20 report,12/23/20
10/12/20 05:25,Center Conway,NH,Light,10 seconds,Stationary light suddenly and rapidly headed north.,12/23/20
10/12/20 03:00,Wellington (Canada),ON,Light,4 minutes,3 zig zagging stars?,12/23/20
10/12/20 01:11,Bloomington,IN,Circle,,"Bright white, moves around night sky. Moves side to side",12/23/20
10/11/20 23:11,Lancaster,CA,Circle,1 hour,"I was awakened at 11:11 with a strange feeling to go outside. Heard like a whirring noise, like it was windy, but it wasn't.  I looked",12/23/20
10/11/20 22:14,Manchester,NH,Other,4 seconds,Two glowing ring disc &quot;crafts?&quot; glide over intestate,12/23/20
10/11/20 21:00,Naples,NH,Disk,30 minutes,"Bright, non moving, horizontal lights in sky",12/23/20
10/11/20 21:00,Roseberry (Tasmania)(Australia),,Flash,~1 minute,Was outside stargazing and feeding my nighttime animals when I saw this flash of light. I looked up and I could not see anything but th,12/23/20
10/11/20 20:50,Bluffton,SC,Formation,2 minutes,v shape with huge two back wheels had blue lights and the front red lights.,12/23/20
10/11/20 19:30,Eldorado,,Fireball,Very fast 30 secobds,Large ball of fire streeked right above my trees seemed to disappear over trees,12/23/20
10/11/20 18:15,Brooks (Canada),AB,Light,2 minutes,Bright orb in clear sunny sky just before dusk in a clear sky. Bright light appears for 30 seconds disappeared then reappeared for 20 s,12/23/20
10/11/20 18:00,Norman,OK,Sphere,30 seconds,Bright white orb with no sound.,12/23/20
10/11/20 17:10,Columbia,MO,,,MADAR Node 46,12/23/20
10/11/20 12:40,Antioch,CA,Oval,3 seconds,The shape was oval with green lights on the square strip shape 4 light all around the side I saw,12/23/20
10/11/20 08:30,Dunrobin (Canada),ON,Unknown,5 minutes,"1 white alternating red light. Turned out to be 2 parralel objects, that separated to east & west locales from over Dunrobin, ON",12/23/20
10/11/20 08:00,Nutley,,Sphere,1 minute,Big blue circle light in middle of sky disappeared after 5 seconds,12/23/20
10/11/20 07:00,Milton,FL,Light,5 hours,"Large, bright white object seen over Milton Florida for 7 hours",12/23/20
10/11/20 07:00,Weiser,ID,Light,3 minutes,"Light in the distance moved back and forth parallel to the ground, and then performed patterns unlike any aircraft I know of.",12/23/20
10/11/20 05:58,Millerton,PA,Light,30-secs plus,Witnesses responded to a MADAR alert at 5:58 AM on 10-11-20 7 & saw a bright white light above the overcast.  ((MUFON rept.)),1/19/21
10/11/20 05:58,Millerton,PA,Light,,"Witnesses responded to a MADAR alert, went outside and saw a bright white light above the overcast cloud layer",1/19/21
